sample_id,x_active_quantity,authorized,architecture,direct_x_visible,observable_y
4202,11,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4203,29,1,centralized_plaintext,1,"[""[12,5,4,8,11,0,0,0,0,0]"", ""[73,99,85,75,66,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4203,29,1,trusted_encrypted_database,1,"[""[12,5,4,8,11,0,0,0,0,0]"", ""[73,99,85,75,66,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4203,29,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4204,0,1,centralized_plaintext,1,"[""[20,11,6,0,0,0,0,0,0,0]"", ""[52,46,4,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4204,0,1,trusted_encrypted_database,1,"[""[20,11,6,0,0,0,0,0,0,0]"", ""[52,46,4,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4204,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4205,37,1,centralized_plaintext,1,"[""[7,4,20,1,9,0,0,0,0,0]"", ""[78,70,74,96,97,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4205,37,1,trusted_encrypted_database,1,"[""[7,4,20,1,9,0,0,0,0,0]"", ""[78,70,74,96,97,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4205,37,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4206,6,1,centralized_plaintext,1,"[""[6,0,0,0,0,0,0,0,0,0]"", ""[80,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4206,6,1,trusted_encrypted_database,1,"[""[6,0,0,0,0,0,0,0,0,0]"", ""[80,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4206,6,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4207,4,1,centralized_plaintext,1,"[""[4,0,0,0,0,0,0,0,0,0]"", ""[80,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4207,4,1,trusted_encrypted_database,1,"[""[4,0,0,0,0,0,0,0,0,0]"", ""[80,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4207,4,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4208,53,0,centralized_plaintext,1,"[""[15,8,5,14,3,13,0,0,0,0]"", ""[94,88,43,99,98,77,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4208,53,0,trusted_encrypted_database,1,"[""[15,8,5,14,3,13,0,0,0,0]"", ""[94,88,43,99,98,77,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4208,53,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4209,30,1,centralized_plaintext,1,"[""[19,16,14,0,0,0,0,0,0,0]"", ""[69,89,78,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4209,30,1,trusted_encrypted_database,1,"[""[19,16,14,0,0,0,0,0,0,0]"", ""[69,89,78,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4209,30,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4210,0,1,centralized_plaintext,1,"[""[12,12,19,0,0,0,0,0,0,0]"", ""[4,18,55,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4210,0,1,trusted_encrypted_database,1,"[""[12,12,19,0,0,0,0,0,0,0]"", ""[4,18,55,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4210,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4211,49,1,centralized_plaintext,1,"[""[2,11,10,19,7,0,0,0,0,0]"", ""[72,99,76,72,87,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4211,49,1,trusted_encrypted_database,1,"[""[2,11,10,19,7,0,0,0,0,0]"", ""[72,99,76,72,87,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4211,49,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4212,0,1,centralized_plaintext,1,"[""[17,0,0,0,0,0,0,0,0,0]"", ""[44,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4212,0,1,trusted_encrypted_database,1,"[""[17,0,0,0,0,0,0,0,0,0]"", ""[44,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4212,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4213,3,1,centralized_plaintext,1,"[""[2,9,1,16,20,0,0,0,0,0]"", ""[75,4,72,39,39,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4213,3,1,trusted_encrypted_database,1,"[""[2,9,1,16,20,0,0,0,0,0]"", ""[75,4,72,39,39,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4213,3,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4214,21,1,centralized_plaintext,1,"[""[1,2,10,9,8,0,0,0,0,0]"", ""[14,100,72,82,11,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4214,21,1,trusted_encrypted_database,1,"[""[1,2,10,9,8,0,0,0,0,0]"", ""[14,100,72,82,11,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4214,21,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4215,19,1,centralized_plaintext,1,"[""[3,11,16,7,0,0,0,0,0,0]"", ""[75,48,72,21,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4215,19,1,trusted_encrypted_database,1,"[""[3,11,16,7,0,0,0,0,0,0]"", ""[75,48,72,21,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4215,19,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4216,17,1,centralized_plaintext,1,"[""[14,17,0,0,0,0,0,0,0,0]"", ""[31,80,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4216,17,1,trusted_encrypted_database,1,"[""[14,17,0,0,0,0,0,0,0,0]"", ""[31,80,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4216,17,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4217,7,1,centralized_plaintext,1,"[""[7,0,0,0,0,0,0,0,0,0]"", ""[73,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4217,7,1,trusted_encrypted_database,1,"[""[7,0,0,0,0,0,0,0,0,0]"", ""[73,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4217,7,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4218,0,1,centralized_plaintext,1,"[""[2,12,3,0,0,0,0,0,0,0]"", ""[3,37,53,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4218,0,1,trusted_encrypted_database,1,"[""[2,12,3,0,0,0,0,0,0,0]"", ""[3,37,53,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4218,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4219,41,1,centralized_plaintext,1,"[""[11,3,5,16,16,9,0,0,0,0]"", ""[93,41,88,15,81,79,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4219,41,1,trusted_encrypted_database,1,"[""[11,3,5,16,16,9,0,0,0,0]"", ""[93,41,88,15,81,79,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4219,41,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4220,13,1,centralized_plaintext,1,"[""[7,15,13,13,0,0,0,0,0,0]"", ""[42,42,62,72,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4220,13,1,trusted_encrypted_database,1,"[""[7,15,13,13,0,0,0,0,0,0]"", ""[42,42,62,72,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4220,13,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4221,37,1,centralized_plaintext,1,"[""[5,7,18,14,10,2,7,0,0,0]"", ""[48,93,86,37,85,97,52,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4221,37,1,trusted_encrypted_database,1,"[""[5,7,18,14,10,2,7,0,0,0]"", ""[48,93,86,37,85,97,52,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4221,37,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4222,33,1,centralized_plaintext,1,"[""[14,16,19,3,0,0,0,0,0,0]"", ""[97,90,41,95,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4222,33,1,trusted_encrypted_database,1,"[""[14,16,19,3,0,0,0,0,0,0]"", ""[97,90,41,95,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4222,33,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4223,30,1,centralized_plaintext,1,"[""[7,13,10,14,19,0,0,0,0,0]"", ""[91,95,76,1,34,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4223,30,1,trusted_encrypted_database,1,"[""[7,13,10,14,19,0,0,0,0,0]"", ""[91,95,76,1,34,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4223,30,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4224,37,1,centralized_plaintext,1,"[""[11,12,15,7,13,10,4,0,0,0]"", ""[83,80,31,68,3,78,77,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4224,37,1,trusted_encrypted_database,1,"[""[11,12,15,7,13,10,4,0,0,0]"", ""[83,80,31,68,3,78,77,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4224,37,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4225,0,1,centralized_plaintext,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4225,0,1,trusted_encrypted_database,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4225,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4226,58,0,centralized_plaintext,1,"[""[6,17,8,14,10,17,0,0,0,0]"", ""[52,94,41,81,73,71,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4226,58,0,trusted_encrypted_database,1,"[""[6,17,8,14,10,17,0,0,0,0]"", ""[52,94,41,81,73,71,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4226,58,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4227,27,1,centralized_plaintext,1,"[""[20,7,0,0,0,0,0,0,0,0]"", ""[82,100,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4227,27,1,trusted_encrypted_database,1,"[""[20,7,0,0,0,0,0,0,0,0]"", ""[82,100,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4227,27,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4228,0,1,centralized_plaintext,1,"[""[3,0,0,0,0,0,0,0,0,0]"", ""[33,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4228,0,1,trusted_encrypted_database,1,"[""[3,0,0,0,0,0,0,0,0,0]"", ""[33,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4228,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4229,28,1,centralized_plaintext,1,"[""[11,14,10,13,4,19,0,0,0,0]"", ""[92,20,11,77,73,3,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4229,28,1,trusted_encrypted_database,1,"[""[11,14,10,13,4,19,0,0,0,0]"", ""[92,20,11,77,73,3,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4229,28,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4230,56,0,centralized_plaintext,1,"[""[4,19,2,14,17,0,0,0,0,0]"", ""[90,84,88,91,96,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4230,56,0,trusted_encrypted_database,1,"[""[4,19,2,14,17,0,0,0,0,0]"", ""[90,84,88,91,96,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4230,56,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4231,46,1,centralized_plaintext,1,"[""[12,4,14,16,0,0,0,0,0,0]"", ""[99,87,79,82,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4231,46,1,trusted_encrypted_database,1,"[""[12,4,14,16,0,0,0,0,0,0]"", ""[99,87,79,82,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4231,46,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4232,0,1,centralized_plaintext,1,"[""[7,2,0,0,0,0,0,0,0,0]"", ""[22,56,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4232,0,1,trusted_encrypted_database,1,"[""[7,2,0,0,0,0,0,0,0,0]"", ""[22,56,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4232,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4233,10,1,centralized_plaintext,1,"[""[20,10,10,0,0,0,0,0,0,0]"", ""[70,75,61,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4233,10,1,trusted_encrypted_database,1,"[""[20,10,10,0,0,0,0,0,0,0]"", ""[70,75,61,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4233,10,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4234,55,0,centralized_plaintext,1,"[""[17,19,15,4,0,0,0,0,0,0]"", ""[97,74,79,92,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4234,55,0,trusted_encrypted_database,1,"[""[17,19,15,4,0,0,0,0,0,0]"", ""[97,74,79,92,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4234,55,0,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""0""]"
4235,28,1,centralized_plaintext,1,"[""[9,1,7,11,0,0,0,0,0,0]"", ""[71,100,71,86,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4235,28,1,trusted_encrypted_database,1,"[""[9,1,7,11,0,0,0,0,0,0]"", ""[71,100,71,86,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4235,28,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4236,37,1,centralized_plaintext,1,"[""[17,1,9,10,2,1,0,0,0,0]"", ""[87,94,77,84,33,40,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4236,37,1,trusted_encrypted_database,1,"[""[17,1,9,10,2,1,0,0,0,0]"", ""[87,94,77,84,33,40,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4236,37,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4237,42,1,centralized_plaintext,1,"[""[11,17,6,6,2,0,0,0,0,0]"", ""[78,90,91,93,85,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4237,42,1,trusted_encrypted_database,1,"[""[11,17,6,6,2,0,0,0,0,0]"", ""[78,90,91,93,85,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4237,42,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4238,35,1,centralized_plaintext,1,"[""[12,15,12,14,1,8,0,0,0,0]"", ""[86,100,40,67,60,93,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4238,35,1,trusted_encrypted_database,1,"[""[12,15,12,14,1,8,0,0,0,0]"", ""[86,100,40,67,60,93,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4238,35,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4239,29,1,centralized_plaintext,1,"[""[10,19,0,0,0,0,0,0,0,0]"", ""[86,75,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4239,29,1,trusted_encrypted_database,1,"[""[10,19,0,0,0,0,0,0,0,0]"", ""[86,75,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4239,29,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4240,35,1,centralized_plaintext,1,"[""[11,11,8,6,6,18,0,0,0,0]"", ""[82,57,49,74,22,80,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4240,35,1,trusted_encrypted_database,1,"[""[11,11,8,6,6,18,0,0,0,0]"", ""[82,57,49,74,22,80,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4240,35,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4241,46,1,centralized_plaintext,1,"[""[13,15,2,16,0,0,0,0,0,0]"", ""[85,80,76,76,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4241,46,1,trusted_encrypted_database,1,"[""[13,15,2,16,0,0,0,0,0,0]"", ""[85,80,76,76,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4241,46,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4242,18,1,centralized_plaintext,1,"[""[16,5,10,1,2,0,0,0,0,0]"", ""[49,98,78,100,90,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4242,18,1,trusted_encrypted_database,1,"[""[16,5,10,1,2,0,0,0,0,0]"", ""[49,98,78,100,90,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4242,18,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4243,31,1,centralized_plaintext,1,"[""[15,14,17,17,0,0,0,0,0,0]"", ""[68,80,83,48,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4243,31,1,trusted_encrypted_database,1,"[""[15,14,17,17,0,0,0,0,0,0]"", ""[68,80,83,48,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4243,31,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4244,26,1,centralized_plaintext,1,"[""[14,12,0,0,0,0,0,0,0,0]"", ""[79,75,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4244,26,1,trusted_encrypted_database,1,"[""[14,12,0,0,0,0,0,0,0,0]"", ""[79,75,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4244,26,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4245,23,1,centralized_plaintext,1,"[""[14,7,2,0,0,0,0,0,0,0]"", ""[91,98,85,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4245,23,1,trusted_encrypted_database,1,"[""[14,7,2,0,0,0,0,0,0,0]"", ""[91,98,85,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4245,23,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4246,12,1,centralized_plaintext,1,"[""[12,16,0,0,0,0,0,0,0,0]"", ""[88,59,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4246,12,1,trusted_encrypted_database,1,"[""[12,16,0,0,0,0,0,0,0,0]"", ""[88,59,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4246,12,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4247,36,1,centralized_plaintext,1,"[""[11,8,13,4,0,0,0,0,0,0]"", ""[90,93,90,86,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4247,36,1,trusted_encrypted_database,1,"[""[11,8,13,4,0,0,0,0,0,0]"", ""[90,93,90,86,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4247,36,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4248,35,1,centralized_plaintext,1,"[""[14,1,7,12,1,0,0,0,0,0]"", ""[73,86,99,73,83,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4248,35,1,trusted_encrypted_database,1,"[""[14,1,7,12,1,0,0,0,0,0]"", ""[73,86,99,73,83,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4248,35,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4249,0,1,centralized_plaintext,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4249,0,1,trusted_encrypted_database,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4249,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4250,26,1,centralized_plaintext,1,"[""[17,8,9,3,0,0,0,0,0,0]"", ""[97,13,94,38,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4250,26,1,trusted_encrypted_database,1,"[""[17,8,9,3,0,0,0,0,0,0]"", ""[97,13,94,38,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4250,26,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4251,0,1,centralized_plaintext,1,"[""[14,8,4,0,0,0,0,0,0,0]"", ""[2,64,50,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4251,0,1,trusted_encrypted_database,1,"[""[14,8,4,0,0,0,0,0,0,0]"", ""[2,64,50,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4251,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4252,0,1,centralized_plaintext,1,"[""[19,0,0,0,0,0,0,0,0,0]"", ""[47,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4252,0,1,trusted_encrypted_database,1,"[""[19,0,0,0,0,0,0,0,0,0]"", ""[47,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4252,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4253,23,1,centralized_plaintext,1,"[""[7,6,12,5,19,0,0,0,0,0]"", ""[13,87,80,81,14,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4253,23,1,trusted_encrypted_database,1,"[""[7,6,12,5,19,0,0,0,0,0]"", ""[13,87,80,81,14,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4253,23,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4254,11,1,centralized_plaintext,1,"[""[11,11,6,0,0,0,0,0,0,0]"", ""[72,12,44,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4254,11,1,trusted_encrypted_database,1,"[""[11,11,6,0,0,0,0,0,0,0]"", ""[72,12,44,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4254,11,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4255,0,1,centralized_plaintext,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4255,0,1,trusted_encrypted_database,1,"[""[0,0,0,0,0,0,0,0,0,0]"", ""[0,0,0,0,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4255,0,1,zk_snark_hidden_state,0,"[""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4256,38,1,centralized_plaintext,1,"[""[18,15,5,7,0,0,0,0,0,0]"", ""[72,90,80,66,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
4256,38,1,trusted_encrypted_database,1,"[""[18,15,5,7,0,0,0,0,0,0]"", ""[72,90,80,66,0,0,0,0,0,0]"", ""10"", ""100"", ""60"", ""30"", ""42"", ""1""]"
